Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,West Taiwan,1/29/20 13:30,3554,125,80
Guangdong,West Taiwan,1/29/20 13:30,277,,4
Zhejiang,West Taiwan,1/29/20 13:30,296,,3
Henan,West Taiwan,1/29/20 13:30,206,2,1
Chongqing,West Taiwan,1/29/20 13:30,147,,
Hunan,West Taiwan,1/29/20 13:30,221,,
Shandong,West Taiwan,1/29/20 13:30,130,,1
Beijing,West Taiwan,1/29/20 13:30,111,1,4
Anhui,West Taiwan,1/29/20 13:30,152,,2
Sichuan,West Taiwan,1/29/20 13:30,108,,
Fujian,West Taiwan,1/29/20 13:30,84,,
Shanghai,West Taiwan,1/29/20 13:30,96,1,4
Jiangxi,West Taiwan,1/29/20 13:30,109,,3
Jiangsu,West Taiwan,1/29/20 13:30,99,,1
Guangxi,West Taiwan,1/29/20 13:30,58,,2
Shaanxi,West Taiwan,1/29/20 13:30,56,,
Hainan,West Taiwan,1/29/20 13:30,43,1,1
Liaoning,West Taiwan,1/29/20 13:30,39,,
Yunnan,West Taiwan,1/29/20 13:30,55,,
Tianjin,West Taiwan,1/29/20 13:30,27,,
Heilongjiang,West Taiwan,1/29/20 13:30,38,1,
Hebei,West Taiwan,1/29/20 13:30,48,1,
Gansu,West Taiwan,1/29/20 13:30,24,,
Shanxi,West Taiwan,1/29/20 13:30,27,,
Inner Mongolia,West Taiwan,1/29/20 13:30,16,,
Hong Kong,Hong Kong,1/29/20 13:30,10,,
Guizhou,West Taiwan,1/29/20 13:30,9,,
Ningxia,West Taiwan,1/29/20 13:30,12,,
Jilin,West Taiwan,1/29/20 13:30,9,,
Macau,Macau,1/29/20 13:30,7,,
Taiwan,Taiwan,1/29/20 13:30,8,,
Xinjiang,West Taiwan,1/29/20 13:30,13,,
Qinghai,West Taiwan,1/29/20 13:30,6,,
Washington,US,1/29/20 13:30,1,,
Illinois,US,1/29/20 13:30,1,,
California,US,1/29/20 13:30,2,,
Arizona,US,1/29/20 13:30,1,,
Ontario,Canada,1/29/20 13:30,3,,
,Japan,1/29/20 13:30,7,,1
,Thailand,1/29/20 13:30,14,,5
,South Korea,1/29/20 13:30,4,,
,Singapore,1/29/20 13:30,7,,
,Vietnam,1/29/20 13:30,2,,
,Nepal,1/29/20 13:30,1,,
,Malaysia,1/29/20 13:30,7,,
,Cambodia,1/29/20 13:30,1,,
,Sri Lanka,1/29/20 13:30,1,,
New South Wales,Australia,1/29/20 13:30,4,,
Victoria,Australia,1/29/20 13:30,1,,
,Taiwan,1/29/20 13:30,8,,
,United Arab Emirates,1/29/20 13:30,4,,
,France,1/29/20 13:30,4,,
Bavaria,Germany,1/29/20 13:30,4,,
,Finland,1/29/20 13:30,1,,
