Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-2-3 13:33,11177,350,300
Guangdong,Mainland China,2020-2-3 12:53,725,0,21
Zhejiang,Mainland China,2020-2-3 13:33,724,0,43
Henan,Mainland China,2020-2-3 17:11,566,2,16
Hunan,Mainland China,2020-2-3 11:03,521,0,22
Anhui,Mainland China,2020-2-3 17:11,408,0,14
Jiangxi,Mainland China,2020-2-3 1:33,391,0,18
Chongqing,Mainland China,2020-2-3 8:33,312,2,8
Jiangsu,Mainland China,2020-2-3 11:03,271,0,8
Shandong,Mainland China,2020-2-3 17:11,259,0,7
Sichuan,Mainland China,2020-2-3 11:23,254,1,14
Beijing,Mainland China,2020-2-3 9:23,212,1,12
Shanghai,Mainland China,2020-2-3 7:03,203,1,10
Fujian,Mainland China,2020-2-3 11:33,179,0,1
Shaanxi,Mainland China,2020-2-3 2:33,128,0,0
Guangxi,Mainland China,2020-2-3 12:33,127,0,7
Heilongjiang,Mainland China,2020-2-3 7:13,121,2,2
Yunnan,Mainland China,2020-2-3 12:53,114,0,5
Hebei,Mainland China,2020-2-3 0:23,113,1,3
Liaoning,Mainland China,2020-2-3 17:11,74,0,1
Hainan,Mainland China,2020-2-3 17:11,72,1,4
Shanxi,Mainland China,2020-2-3 3:23,66,0,2
Tianjin,Mainland China,2020-2-3 13:53,60,0,1
Gansu,Mainland China,2020-2-2 23:43,51,0,3
Guizhou,Mainland China,2020-2-3 1:03,46,0,2
Inner Mongolia,Mainland China,2020-2-3 3:03,34,0,1
Jilin,Mainland China,2020-2-3 0:53,31,0,1
Ningxia,Mainland China,2020-2-3 8:33,31,0,1
Xinjiang,Mainland China,2020-2-3 1:13,24,0,0
,Japan,2020-2-1 18:53,20,0,1
,Thailand,2020-1-31 10:37,19,0,5
,Singapore,2020-2-2 1:03,18,0,0
Hong Kong,Hong Kong,2020-2-2 23:53,15,0,0
,South Korea,2020-2-2 2:23,15,0,0
Qinghai,Mainland China,2020-2-3 2:43,13,0,0
,Germany,2020-2-2 18:03,10,0,0
Taiwan,Taiwan,2020-1-31 15:20,10,0,0
Macau,Macau,2020-2-2 4:23,8,0,0
,Malaysia,2020-1-31 8:15,8,0,0
,France,2020-2-1 1:52,6,0,0
,Vietnam,2020-2-1 7:38,6,0,1
,United Arab Emirates,2020-2-2 5:43,5,0,0
New South Wales,Australia,2020-2-1 18:12,4,0,2
Victoria,Australia,2020-2-1 18:12,4,0,0
Ontario,Canada,2020-2-1 18:12,3,0,0
Queensland,Australia,2020-2-2 22:33,2,0,0
South Australia,Australia,2020-2-2 22:33,2,0,0
,India,2020-2-2 6:03,2,0,0
,Italy,2020-1-31 8:15,2,0,0
,Philippines,2020-2-2 3:33,2,1,0
,Russia,2020-1-31 16:13,2,0,0
,UK,2020-2-1 1:52,2,0,0
"Chicago, IL",US,2020-2-1 19:43,2,0,0
"San Benito, CA",US,2020-2-3 3:53,2,0,0
"Santa Clara, CA",US,2020-2-3 0:43,2,0,0
,Cambodia,2020-1-31 8:15,1,0,0
British Columbia,Canada,2020-2-1 18:12,1,0,0
,Finland,2020-1-31 8:15,1,0,0
Tibet,Mainland China,2020-2-1 1:52,1,0,0
,Nepal,2020-1-31 8:15,1,0,0
,Spain,2020-2-1 23:43,1,0,0
,Sri Lanka,2020-1-31 8:15,1,0,0
,Sweden,2020-2-1 2:13,1,0,0
"Boston, MA",US,2020-2-1 19:43,1,0,0
"Los Angeles, CA",US,2020-2-1 19:53,1,0,0
"Orange, CA",US,2020-2-1 19:53,1,0,0
"Seattle, WA",US,2020-2-1 19:43,1,0,0
"Tempe, AZ",US,2020-2-1 19:43,1,0,0
