Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hubei,China,2020-03-20T07:43:02,67800,3133,58382,30.9756,112.2707
,Italy,2020-03-20T17:43:03,47021,4032,4440,41.8719,12.5674
,Spain,2020-03-20T17:43:03,20410,1043,1588,40.4637,-3.7492
,Germany,2020-03-20T20:13:15,19848,67,180,51.1657,10.4515
,Iran,2020-03-20T15:13:21,19644,1433,6745,32.4279,53.688
France,France,2020-03-20T22:43:03,12612,450,12,46.2276,2.2137
,"Korea, South",2020-03-20T02:13:46,8652,94,1540,35.9078,127.7669
New York,US,2020-03-20T22:14:43,8310,42,0,42.1657,-74.9481
,Switzerland,2020-03-20T18:13:09,5294,54,15,46.8182,8.2275
United Kingdom,United Kingdom,2020-03-20T20:13:18,3983,177,65,55.3781,-3.436
Netherlands,Netherlands,2020-03-20T18:13:12,2994,106,2,52.1326,5.2913
,Austria,2020-03-20T15:43:24,2388,6,9,47.5162,14.5501
,Belgium,2020-03-20T14:43:04,2257,37,1,50.5039,4.4699
,Norway,2020-03-20T18:13:09,1914,7,1,60.472,8.4689
,Sweden,2020-03-20T15:43:24,1639,16,16,60.1282,18.6435
Washington,US,2020-03-20T23:43:03,1524,83,0,47.4009,-121.4905
Guangdong,China,2020-03-20T09:13:30,1395,8,1323,23.3417,113.4244
Henan,China,2020-03-14T09:53:08,1273,22,1250,33.882,113.614
Denmark,Denmark,2020-03-20T18:13:12,1255,9,1,56.2639,9.5018
Zhejiang,China,2020-03-20T02:43:09,1234,1,1219,29.1832,120.0934
California,US,2020-03-20T23:43:03,1177,23,0,36.1162,-119.6816
,Malaysia,2020-03-20T18:13:09,1030,3,87,4.2105,101.9758
,Portugal,2020-03-20T15:43:24,1020,6,5,39.3999,-8.2245
Hunan,China,2020-03-14T08:33:03,1018,4,1014,27.6104,111.7088
Anhui,China,2020-03-11T02:18:14,990,6,984,31.8257,117.2264
,Japan,2020-03-20T14:13:08,963,33,191,36.2048,138.2529
Jiangxi,China,2020-03-12T02:13:04,935,1,934,27.614,115.7221
New Jersey,US,2020-03-20T21:13:32,890,11,0,40.2989,-74.521
,Czechia,2020-03-20T20:13:15,833,0,4,49.8175,15.473
,Brazil,2020-03-20T20:13:16,793,11,2,-14.235,-51.9253
Shandong,China,2020-03-20T01:13:16,762,7,748,36.3427,118.1498
Diamond Princess,Cruise Ship,2020-03-18T10:33:04,712,7,325,35.4498,139.6649
,Israel,2020-03-20T14:43:04,804,1,13,31.0461,34.8516
,Ireland,2020-03-20T20:13:16,683,3,5,53.1424,-7.6921
Jiangsu,China,2020-03-15T01:53:02,631,0,631,32.9711,119.455
Illinois,US,2020-03-20T21:13:32,585,5,0,40.3495,-88.9861
Chongqing,China,2020-03-15T03:53:04,576,6,570,30.0572,107.874
Florida,US,2020-03-20T23:43:03,563,10,0,27.7663,-81.6868
Michigan,US,2020-03-20T21:13:32,552,3,0,43.3266,-84.5361
Sichuan,China,2020-03-20T01:43:03,541,3,536,30.6171,102.7103
Louisiana,US,2020-03-20T23:43:03,538,14,0,31.1695,-91.8678
,Pakistan,2020-03-20T20:13:16,501,3,13,30.3753,69.3451
,Greece,2020-03-20T16:13:10,495,6,19,39.0742,21.8243
Beijing,China,2020-03-20T06:43:05,491,8,390,40.1824,116.4142
Heilongjiang,China,2020-03-20T02:13:46,484,13,463,47.862,127.7615
,Luxembourg,2020-03-20T14:43:04,484,4,0,49.8153,6.1296
,Qatar,2020-03-20T20:13:16,470,0,10,25.3548,51.1839
,Finland,2020-03-20T15:43:24,450,0,10,61.9241,25.7482
,Chile,2020-03-20T20:13:17,434,0,6,-35.6751,-71.543
,Poland,2020-03-20T20:13:17,425,5,1,51.9194,19.1451
Georgia,US,2020-03-20T19:13:30,420,13,0,33.0406,-83.6431
Massachusetts,US,2020-03-20T23:43:03,413,1,0,42.2302,-71.5301
,Iceland,2020-03-20T15:13:21,409,0,5,64.9631,-19.0208
Texas,US,2020-03-20T23:43:03,394,5,0,31.0545,-97.5635
,Singapore,2020-03-20T15:43:24,385,0,124,1.3521,103.8198
