Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-01 07:34:06,32.3182,-86.9023,38045,950,18866,18229.0,1,775.9242206851261,406652,2769,2.4970429754238403,84000001,USA,8293.629548956444,7.278223156788014
Alaska,US,2020-07-01 07:34:06,61.3707,-152.4044,937,14,526,397.0,2,128.08508020695925,112185,,1.4941302027748133,84000002,USA,15335.351892228093,
American Samoa,US,2020-07-01 07:34:06,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,696,,,16,ASM,1250.8761524774895,
Arizona,US,2020-07-01 07:34:06,33.7298,-111.4312,79228,1645,9411,68172.0,4,1088.4885344491345,532356,4736,2.0762861614580705,84000004,USA,7313.871386949101,5.9776846569394655
Arkansas,US,2020-07-01 07:34:06,34.9697,-92.3731,20777,270,14531,5976.0,5,688.4807628328414,311203,1413,1.2995138855465178,84000005,USA,10312.233663949017,6.800789334360109
California,US,2020-07-01 07:34:06,36.1162,-119.6816,232275,6089,,226186.0,6,587.8560667163678,4167139,,2.6214616295339574,84000006,USA,10546.455460124327,
Colorado,US,2020-07-01 07:34:06,39.0598,-105.3111,32698,1690,4479,26529.0,8,567.7982112741407,323857,5442,5.1685118355862745,84000008,USA,5623.751462126411,16.643219768793198
Connecticut,US,2020-07-01 07:34:06,41.5978,-72.7554,46514,4322,8053,34139.0,9,1304.6355033970617,466394,10268,9.29182611686804,84000009,USA,13081.527517981021,22.075074171217267
Delaware,US,2020-07-01 07:34:06,39.3185,-75.5071,11474,509,6667,4298.0,10,1178.3142527347488,110881,,4.43611643716228,84000010,USA,11386.845272571178,
Diamond Princess,US,2020-07-01 07:34:06,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-01 07:34:06,38.8974,-77.0268,10327,551,1270,8506.0,11,1463.2681023990115,97295,,5.335528226977825,84000011,USA,13786.062750354587,
Florida,US,2020-07-01 07:34:06,27.7663,-81.6868,152434,3505,,148929.0,12,709.7302662752599,1944995,14879,2.299355786766732,84000012,USA,9055.865615637253,9.760945720770957
Georgia,US,2020-07-01 07:34:06,33.0406,-83.6431,81291,2805,,78486.0,13,765.6377635138018,833878,11051,3.4505664833745433,84000013,USA,7853.864351076528,13.594370840560456
Grand Princess,US,2020-07-01 07:34:06,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-07-01 07:34:06,13.4443,144.7937,257,5,179,73.0,66,156.48880526581786,13315,,1.9455252918287937,316,GUM,8107.581486826321,
Hawaii,US,2020-07-01 07:34:06,21.0943,-157.4983,917,18,722,177.0,15,64.76574153595806,77743,111,1.9629225736095965,84000015,USA,5490.821204176649,12.104689203925846
Idaho,US,2020-07-01 07:34:06,44.2405,-114.4788,6117,92,4073,1952.0,16,342.29308950709685,89303,322,1.5040052313225438,84000016,USA,4997.188126900813,5.264018309628903
Illinois,US,2020-07-01 07:34:06,40.3495,-88.9861,143185,6923,,136262.0,17,1129.9480950685777,1604018,,4.835003666585187,84000017,USA,12658.149132630582,
Indiana,US,2020-07-01 07:34:06,39.8494,-86.2583,45594,2640,34646,8308.0,18,677.2506954987649,484196,7065,5.790235557310172,84000018,USA,7192.2199797718995,15.495459928938018
Iowa,US,2020-07-01 07:34:06,42.0115,-93.2105,29152,717,23212,5223.0,19,923.973160658876,304188,,2.459522502744237,84000019,USA,9641.244092841047,
Kansas,US,2020-07-01 07:34:06,38.5266,-96.7265,14370,273,794,13303.0,20,493.25270121929873,176725,1152,1.8997912317327765,84000020,USA,6066.115770562322,8.01670146137787
Kentucky,US,2020-07-01 07:34:06,37.6681,-84.6701,15624,565,3990,11069.0,21,349.7122551269979,370934,2621,3.616231438812084,84000021,USA,8302.621968975796,16.77547363031234
Louisiana,US,2020-07-01 07:34:06,31.1695,-91.8678,58095,3221,42225,12649.0,22,1249.6789489919322,728511,,5.544366985110595,84000022,USA,15670.967567072234,
Maine,US,2020-07-01 07:34:06,44.6939,-69.3819,3253,105,2646,502.0,23,242.00051777546994,94952,348,3.227789732554565,84000023,USA,7063.7667272721865,10.697817399323702
Maryland,US,2020-07-01 07:34:06,39.0639,-76.8021,67559,3190,4982,59387.0,24,1117.4756189543607,535855,10844,4.721798724078213,84000024,USA,8863.436371094733,16.051155286490328
Massachusetts,US,2020-07-01 07:34:06,42.2302,-71.5301,108882,8053,,100829.0,25,1579.7163962061388,848141,11337,7.3960801601733985,84000025,USA,12305.268492447518,10.412189342591063
Michigan,US,2020-07-01 07:34:06,43.3266,-84.5361,70728,6193,51099,13436.0,26,708.210801456354,1045057,,8.756079629001244,84000026,USA,10464.323260060697,
Minnesota,US,2020-07-01 07:34:06,45.6945,-93.9002,36303,1476,31601,3226.0,27,643.7122138465772,605316,4054,4.065779687629122,84000027,USA,10733.25351725077,11.167121174558577
Mississippi,US,2020-07-01 07:34:06,32.7416,-89.6787,27247,1073,19388,6786.0,28,915.5119585746547,299691,3156,3.938048225492715,84000028,USA,10069.757932146542,11.582926560722282
Missouri,US,2020-07-01 07:34:06,38.4561,-92.2884,21001,1005,,19996.0,29,342.1791669083531,373007,,4.785486405409266,84000029,USA,6077.5784253599395,
Montana,US,2020-07-01 07:34:06,46.9219,-110.4544,967,22,642,303.0,30,90.47716176792561,90861,101,2.2750775594622543,84000030,USA,8501.391308578583,10.444674250258531
Nebraska,US,2020-07-01 07:34:06,41.1254,-98.2681,19177,274,13547,5356.0,31,991.3627321640522,178157,1330,1.4287949105699536,84000031,USA,9209.8978085285,6.935391354226417
Nevada,US,2020-07-01 07:34:06,38.3135,-117.0554,18456,507,689,17260.0,32,599.1904306145533,277568,,2.747074122236671,84000032,USA,9011.491625748826,
New Hampshire,US,2020-07-01 07:34:06,43.4525,-71.5639,5782,371,4435,976.0,33,425.23742177565674,118298,565,6.416464891041162,84000033,USA,8700.23115206099,9.771705292286406
