Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-04-16 02:26:31,32.3182,-86.9023,4075,118,,3957.0,1,86.90743260088674,34077,525,2.895705521472393,84000001,USA,726.7594063166669,12.883435582822086
Alaska,US,2020-04-16 02:26:31,61.3707,-152.4044,293,9,106,284.0,2,49.01722963986556,8664,34,3.0716723549488054,84000002,USA,1449.4378075078337,11.604095563139932
American Samoa,US,,-14.270999999999999,-170.132,0,0,,,60,0.0,3,,,16,ASM,5.3917075537822825,
Arizona,US,2020-04-16 02:26:31,33.7298,-111.4312,3968,143,385,3825.0,4,54.515102043395835,45310,590,3.6038306451612905,84000004,USA,622.4998169320226,14.868951612903226
Arkansas,US,2020-04-16 02:26:31,34.9697,-92.3731,1569,33,489,1536.0,5,60.60191724535897,21834,130,2.1032504780114722,84000005,USA,843.3284009784371,8.2855321861058
California,US,2020-04-16 02:26:31,36.1162,-119.6816,26940,880,,26060.0,6,68.70938074331613,216486,5163,3.2665181885671863,84000006,USA,552.13878988855,19.164810690423163
Colorado,US,2020-04-16 02:26:31,39.0598,-105.3111,7956,328,,7628.0,8,140.39637447009457,39580,1556,4.122674710910005,84000008,USA,698.4525517252819,19.557566616390147
Connecticut,US,2020-04-16 02:26:31,41.5978,-72.7554,14755,868,,13887.0,9,413.8516758959377,50143,1908,5.882751609623856,84000009,USA,1406.4225404574722,12.931209759403592
Delaware,US,2020-04-16 02:26:31,39.3185,-75.5071,2014,46,354,1968.0,10,206.82629466688027,13102,208,2.284011916583913,84000010,USA,1345.5005524952658,10.327706057596822
Diamond Princess,US,2020-04-16 02:26:31,,,49,0,0,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-04-16 02:26:31,38.8974,-77.0268,2197,72,530,2125.0,11,311.3004765150216,11525,313,3.277196176604461,84000011,USA,1633.0168374308714,14.246700045516613
Florida,US,2020-04-16 02:26:31,27.7663,-81.6868,22511,596,,21915.0,12,106.02090011937301,213509,3344,2.647594509350984,84000012,USA,1005.5713368391991,14.854959797432366
Georgia,US,2020-04-16 02:26:31,33.0406,-83.6431,15353,552,,14801.0,13,151.41932066347562,64090,2922,3.595388523415619,84000013,USA,632.0891201278025,19.032110988080504
Grand Princess,US,2020-04-16 02:26:31,,,103,0,0,103.0,99999,,,,0.0,84099999,USA,,
Guam,US,2020-04-16 02:26:31,13.4443,144.7937,135,5,73,130.0,66,82.20229070383428,978,9,3.7037037037037037,316,GUM,595.5099282099994,6.666666666666667
Hawaii,US,2020-04-16 02:26:31,21.0943,-157.4983,524,9,333,515.0,15,37.011243224611626,19803,45,1.717557251908397,84000015,USA,1398.7283388873743,8.587786259541986
Idaho,US,2020-04-16 02:26:31,44.2405,-114.4788,1508,41,,1467.0,16,93.6356913424862,15398,141,2.7188328912466844,84000016,USA,956.1023708830255,9.350132625994695
Illinois,US,2020-04-16 02:26:31,40.3495,-88.9861,24593,949,,23644.0,17,209.5580024392337,116929,4283,3.8588216159069653,84000017,USA,996.3569986263227,17.415524742812995
Indiana,US,2020-04-16 02:26:31,39.8494,-86.2583,8960,436,,8524.0,18,136.9194409408077,48396,,4.866071428571429,84000018,USA,739.5483553316217,
Iowa,US,2020-04-16 02:26:31,42.0115,-93.2105,1995,53,908,1942.0,19,76.12432189255367,19869,171,2.656641604010025,84000019,USA,758.1524569840345,8.571428571428571
Kansas,US,2020-04-16 02:26:31,38.5266,-96.7265,1504,71,,1433.0,20,61.67756412990345,14668,342,4.720744680851064,84000020,USA,601.5202863413722,22.73936170212766
Kentucky,US,2020-04-16 02:26:31,37.6681,-84.6701,2210,115,653,2095.0,21,64.55753405409921,27697,687,5.203619909502263,84000021,USA,809.0724075549258,31.085972850678733
Louisiana,US,2020-04-16 02:26:31,31.1695,-91.8678,21951,1103,,20848.0,22,477.4794410416974,121928,1943,5.024828026058039,84000022,USA,2652.1850160508443,8.851532959774042
Maine,US,2020-04-16 02:26:31,44.6939,-69.3819,770,24,305,746.0,23,65.58739904225362,14846,126,3.116883116883117,84000023,USA,1264.5591249107756,16.363636363636363
Maryland,US,2020-04-16 02:26:31,39.0639,-76.8021,10032,311,607,9721.0,24,168.79411979974208,55763,2231,3.100079744816587,84000024,USA,938.2442685798461,22.23883572567783
Massachusetts,US,2020-04-16 02:26:31,42.2302,-71.5301,29918,1108,,28810.0,25,435.88277699200967,132023,3454,3.7034561133765624,84000025,USA,1923.4758963438762,11.544889364262318
Michigan,US,2020-04-16 02:26:31,43.3266,-84.5361,28059,1921,452,26138.0,26,352.1788359083092,89697,3918,6.846288178481058,84000026,USA,1125.8200593202757,13.963434192237784
Minnesota,US,2020-04-16 02:26:31,45.6945,-93.9002,1809,87,940,1722.0,27,36.571712296060646,40242,445,4.8092868988391375,84000027,USA,813.5538121714055,24.599226091763406
Mississippi,US,2020-04-16 02:26:31,32.7416,-89.6787,3360,122,,3238.0,28,116.0539180977105,38151,645,3.630952380952381,84000028,USA,1317.7300682576645,19.196428571428573
Missouri,US,2020-04-16 02:26:31,38.4561,-92.2884,4791,153,,4638.0,29,81.76526967691198,49012,1024,3.1934877896055105,84000029,USA,836.4599034449615,21.3734084742225
Montana,US,2020-04-16 02:26:31,46.9219,-110.4544,404,7,209,397.0,30,46.65197052611644,9583,51,1.7326732673267327,84000030,USA,1106.5985979004304,12.623762376237623
Nebraska,US,2020-04-16 02:26:31,41.1254,-98.2681,952,21,,931.0,31,62.41509711054815,11729,,2.2058823529411766,84000031,USA,768.9775987496,
Nevada,US,2020-04-16 02:26:31,38.3135,-117.0554,3211,131,,3080.0,32,106.4409186603759,27655,,4.07972594207412,84000032,USA,916.7311135324495,
New Hampshire,US,2020-04-16 02:26:31,43.4525,-71.5639,1139,32,365,1107.0,33,85.75851486430729,12166,178,2.809482001755926,84000033,USA,916.0123721151558,15.62774363476734
New Jersey,US,2020-04-16 02:26:31,40.2989,-74.521,71030,3156,,67874.0,34,799.6901665017299,144021,8270,4.443193017035056,84000034,USA,1621.458221452142,11.642967760101365
New Mexico,US,2020-04-16 02:26:31,34.8405,-106.2485,1484,36,340,1448.0,35,88.99374105340044,32850,181,2.4258760107816713,84000035,USA,1969.976006471836,12.196765498652292
New York,US,2020-04-16 02:26:31,42.1657,-74.9481,214698,14064,23887,200634.0,36,1273.3389577442651,526012,46201,6.550596652041472,84000036,USA,3119.6917150647723,21.519063987554613
North Carolina,US,2020-04-16 02:26:31,35.6301,-79.8064,5424,135,,5289.0,37,54.68913451722269,67827,431,2.4889380530973453,84000037,USA,683.8864172012654,7.946165191740413
North Dakota,US,2020-04-16 02:26:31,47.5289,-99.78399999999999,365,9,142,356.0,38,60.18950624816546,11317,44,2.4657534246575343,84000038,USA,1866.2044992068177,12.054794520547945
Northern Mariana Islands,US,2020-04-16 02:26:31,15.0979,145.6739,13,2,,11.0,69,23.574640940084144,40,,15.384615384615385,580,MNP,72.53735673872045,
Ohio,US,2020-04-16 02:26:31,40.3888,-82.7649,7794,362,,7432.0,39,69.75208209159592,71552,2237,4.644598409032589,84000039,USA,640.3516779340354,28.70156530664614
Oklahoma,US,2020-04-16 02:26:31,35.5653,-96.9289,2263,123,1115,2140.0,40,61.870597222138684,29219,510,5.435262925320371,84000040,USA,798.8497482252188,22.536456031816172
Oregon,US,2020-04-16 02:26:31,44.571999999999996,-122.0709,1663,58,,1605.0,41,41.50160441259632,33351,401,3.4876728803367407,84000041,USA,832.3030720171377,24.11304870715574
