Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-05-27 23:32:35,32.3182,-86.9023,16032,583,7951,7498.0,1,326.97114222694023,195794,1719,3.6364770459081837,84000001,USA,3993.200338147551,10.722305389221557
Alaska,US,2020-05-27 23:32:35,61.3707,-152.4044,411,10,364,37.0,2,56.1824631430739,46363,,2.4330900243309004,84000002,USA,6337.682575918091,
American Samoa,US,2020-05-27 23:32:35,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,174,,,16,ASM,312.7190381193724,
Arizona,US,2020-05-27 23:32:35,33.7298,-111.4312,17277,834,4361,12082.0,4,237.36326058562244,196266,2031,4.827226949123111,84000004,USA,2696.4367483994774,11.755513109914915
Arkansas,US,2020-05-27 23:32:35,34.9697,-92.3731,6277,120,4424,1733.0,5,207.9989290225608,115596,627,1.9117412776804206,84000005,USA,3830.4674524919446,9.988848175880198
California,US,2020-05-27 23:32:35,36.1162,-119.6816,101032,3895,,97137.0,6,255.6980911957295,1736894,,3.8552141895637027,84000006,USA,4395.839737997025,
Colorado,US,2020-05-27 23:32:35,39.0598,-105.3111,24754,1392,3741,19621.0,8,429.85127291822374,159420,4160,5.623333602650077,84000008,USA,2768.315824861567,16.805364789528966
Connecticut,US,2020-05-27 23:32:35,41.5978,-72.7554,41288,3803,7127,30358.0,9,1158.0554384541833,225362,12538,9.210908738616547,84000009,USA,6321.005854507645,30.367176903700834
Delaware,US,2020-05-27 23:32:35,39.3185,-75.5071,9096,344,4909,3843.0,10,934.1072374825933,55421,,3.781882145998241,84000010,USA,5691.420097682806,
Diamond Princess,US,2020-05-27 23:32:35,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-27 23:32:35,38.8974,-77.0268,8406,445,1082,6879.0,11,1191.0750139213799,42697,,5.293837734951225,84000011,USA,6049.884590697259,
Florida,US,2020-05-27 23:32:35,27.7663,-81.6868,52634,2319,,50315.0,12,245.06306227699875,933571,9899,4.405897328722879,84000012,USA,4346.691646331268,18.807234867196108
Georgia,US,2020-05-27 23:32:35,33.0406,-83.6431,44445,1908,,42537.0,13,418.60440146351897,440756,7666,4.292946338170773,84000013,USA,4151.2521447059235,17.248284396445044
Grand Princess,US,2020-05-27 23:32:35,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-05-27 23:32:35,13.4443,144.7937,170,5,143,22.0,66,103.51399570112464,5685,,2.9411764705882355,316,GUM,3461.6297974170216,
Hawaii,US,2020-05-27 23:32:35,21.0943,-157.4983,644,17,593,34.0,15,45.484337567237716,51202,83,2.639751552795031,84000015,USA,3616.2873480088597,12.888198757763975
Idaho,US,2020-05-27 23:32:35,44.2405,-114.4788,2699,81,2100,518.0,16,151.0297610887125,43017,231,3.0011115227862173,84000016,USA,2407.131245925582,8.558725453871805
Illinois,US,2020-05-27 23:32:35,40.3495,-88.9861,114306,5083,,109223.0,17,902.048726856227,803973,,4.446835686665617,84000017,USA,6344.573522621571,
Indiana,US,2020-05-27 23:32:35,39.8494,-86.2583,32437,2030,,30407.0,18,481.8173621505777,235333,5285,6.258285291488115,84000018,USA,3495.623062767269,16.29312205197768
Iowa,US,2020-05-27 23:32:35,42.0115,-93.2105,18360,493,10016,7851.0,19,581.9205279122175,139526,,2.685185185185185,84000019,USA,4422.279061954251,
